% La2004 solution of eccentricity, precession and obliquity
% Obtained from http://vo.imcce.fr/insola/earth/online/earth/online/index.php
% Time (ky)     Eccentricity    Precession    Obliquity 
   -2144.000       0.033087      -0.009184       0.424589
   -2143.000       0.033888      -0.017731       0.424086
   -2142.000       0.034674      -0.025368       0.423197
   -2141.000       0.035440      -0.031486       0.421962
   -2140.000       0.036282      -0.035543       0.420419
   -2139.000       0.036964      -0.036860       0.418609
   -2138.000       0.037742      -0.035420       0.416582
   -2137.000       0.038494      -0.031023       0.414395
   -2136.000       0.039125      -0.023817       0.412092
   -2135.000       0.039851      -0.014424       0.409734
   -2134.000       0.040460      -0.003426       0.407372
   -2133.000       0.041070       0.008358       0.405060
   -2132.000       0.041632       0.019726       0.402849
   -2131.000       0.042137       0.029799       0.400791
   -2130.000       0.042659       0.037612       0.398922
   -2129.000       0.043073       0.042240       0.397284
   -2128.000       0.043435       0.043220       0.395905
   -2127.000       0.043883       0.040476       0.394804
   -2126.000       0.044107       0.033857       0.393999
   -2125.000       0.044418       0.024186       0.393493
   -2124.000       0.044659       0.012213       0.393282
   -2123.000       0.044841      -0.001097       0.393358
   -2122.000       0.044983      -0.014345       0.393705
   -2121.000       0.045073      -0.026322       0.394304
   -2120.000       0.045147      -0.036079       0.395134
   -2119.000       0.045128      -0.042451       0.396168
   -2118.000       0.045056      -0.045009       0.397377
   -2117.000       0.045001      -0.043564       0.398735
   -2116.000       0.044805      -0.038142       0.400211
   -2115.000       0.044605      -0.029406       0.401774
   -2114.000       0.044370      -0.018181       0.403394
   -2113.000       0.044039      -0.005494       0.405041
   -2112.000       0.043696       0.007519       0.406684
   -2111.000       0.043257       0.019498       0.408292
   -2110.000       0.042847       0.029650       0.409840
   -2109.000       0.042313       0.036917       0.411302
   -2108.000       0.041763       0.040785       0.412656
   -2107.000       0.041194       0.041066       0.413883
   -2106.000       0.040586       0.037801       0.414962
   -2105.000       0.039878       0.031332       0.415878
   -2104.000       0.039214       0.022489       0.416617
   -2103.000       0.038513       0.012013       0.417161
   -2102.000       0.037689       0.000880       0.417502
   -2101.000       0.036955      -0.009801       0.417625
   -2100.000       0.036107      -0.019226       0.417522
   -2099.000       0.035263      -0.026608       0.417190
   -2098.000       0.034380      -0.031334       0.416630
   -2097.000       0.033443      -0.033154       0.415845
   -2096.000       0.032550      -0.032122       0.414851
   -2095.000       0.031522      -0.028320       0.413664
   -2094.000       0.030535      -0.022355       0.412307
   -2093.000       0.029553      -0.014904       0.410811
   -2092.000       0.028453      -0.006533       0.409206
   -2091.000       0.027401       0.001719       0.407528
   -2090.000       0.026356       0.009243       0.405818
   -2089.000       0.025206       0.015410       0.404113
   -2088.000       0.024143       0.019693       0.402455
   -2087.000       0.022972       0.021821       0.400889
   -2086.000       0.021909       0.021905       0.399455
   -2085.000       0.020748       0.019927       0.398195
   -2084.000       0.019610       0.016372       0.397150
   -2083.000       0.018547       0.011762       0.396355
   -2082.000       0.017390       0.006550       0.395837
   -2081.000       0.016273       0.001369       0.395621
   -2080.000       0.015204      -0.003203       0.395718
   -2079.000       0.014073      -0.006930       0.396131
   -2078.000       0.012989      -0.009428       0.396852
   -2077.000       0.011869      -0.010607       0.397858
   -2076.000       0.010814      -0.010659       0.399123
   -2075.000       0.009716      -0.009639       0.400610
   -2074.000       0.008585      -0.007881       0.402270
   -2073.000       0.007581      -0.005791       0.404057
   -2072.000       0.006460      -0.003602       0.405919
   -2071.000       0.005400      -0.001655       0.407800
   -2070.000       0.004369      -0.000185       0.409648
   -2069.000       0.003343       0.000698       0.411414
   -2068.000       0.002304       0.001021       0.413046
   -2067.000       0.001372       0.000741       0.414503
   -2066.000       0.000533       0.000118       0.415744
   -2065.000       0.000785      -0.000686       0.416731
   -2064.000       0.001695      -0.001487       0.417440
   -2063.000       0.002581      -0.002007       0.417844
   -2062.000       0.003442      -0.002074       0.417929
   -2061.000       0.004391      -0.001646       0.417693
   -2060.000       0.005215      -0.000589       0.417136
   -2059.000       0.006060       0.001008       0.416270
   -2058.000       0.006934       0.002969       0.415125
   -2057.000       0.007744       0.005159       0.413727
   -2056.000       0.008551       0.007279       0.412119
   -2055.000       0.009356       0.009008       0.410349
   -2054.000       0.010150       0.010147       0.408464
   -2053.000       0.010927       0.010402       0.406522
   -2052.000       0.011675       0.009615       0.404577
   -2051.000       0.012426       0.007752       0.402681
   -2050.000       0.013209       0.004896       0.400891
   -2049.000       0.013837       0.001145       0.399258
   -2048.000       0.014613      -0.003050       0.397825
   -2047.000       0.015262      -0.007440       0.396637
   -2046.000       0.015890      -0.011484       0.395730
   -2045.000       0.016543      -0.014772       0.395126
   -2044.000       0.017127      -0.016888       0.394848
   -2043.000       0.017702      -0.017542       0.394902
   -2042.000       0.018230      -0.016558       0.395284
   -2041.000       0.018737      -0.013916       0.395982
   -2040.000       0.019270      -0.009847       0.396970
   -2039.000       0.019662      -0.004595       0.398216
   -2038.000       0.020138       0.001298       0.399683
   -2037.000       0.020567       0.007348       0.401324
   -2036.000       0.020920       0.012909       0.403089
   -2035.000       0.021324       0.017538       0.404933
   -2034.000       0.021638       0.020612       0.406805
   -2033.000       0.021993       0.021992       0.408658
   -2032.000       0.022238       0.021319       0.410452
   -2031.000       0.022506       0.018764       0.412144
   -2030.000       0.022760       0.014418       0.413696
   -2029.000       0.022914       0.008736       0.415081
   -2028.000       0.023067       0.002161       0.416268
   -2027.000       0.023258      -0.004677       0.417234
   -2026.000       0.023284      -0.011160       0.417963
   -2025.000       0.023365      -0.016714       0.418440
   -2024.000       0.023395      -0.020774       0.418657
   -2023.000       0.023359      -0.022988       0.418614
   -2022.000       0.023313      -0.023144       0.418310
   -2021.000       0.023180      -0.021182       0.417759
   -2020.000       0.023086      -0.017331       0.416976
   -2019.000       0.022881      -0.011912       0.415979
   -2018.000       0.022649      -0.005479       0.414792
   -2017.000       0.022439       0.001402       0.413444
   -2016.000       0.022144       0.007979       0.411962
   -2015.000       0.021810       0.013715       0.410376
   -2014.000       0.021490       0.017942       0.408719
   -2013.000       0.021131       0.020379       0.407018
   -2012.000       0.020690       0.020666       0.405306
   -2011.000       0.020299       0.018987       0.403615
   -2010.000       0.019802       0.015361       0.401973
   -2009.000       0.019343       0.010400       0.400417
   -2008.000       0.018775       0.004549       0.398978
   -2007.000       0.018239      -0.001483       0.397685
