C: Wang et al. stack probabilistic analysis Med RSL chronology (ky)
D: Wang et al. stack probabilistic analysis Med RSL MEDIAN (m; shifted so mean of last three ky =0)
E: Wang et al. stack probabilistic analysis Med RSL upper bound 95% probability interval for the median (~equivalent to 2se)
F: Wang et al. stack probabilistic analysis Med RSL lower bound 95% probability interval for the median (~equivalent to 2se)

t Wang Med RSL	MEDIAN	MEDIAN_t95%	 MEDIAN_b95%
3039	28.28775	34.47375	22.10175
3040	26.50275	32.71675	20.28875
3041	25.25575	31.43275	19.07775
3042	23.42075	29.59375	17.24875
3043	21.44575	27.59875	15.29175
3044	19.59475	25.75775	13.43075
3045	17.80875	23.98375	11.63375
3046	19.72275	25.92375	13.52175
3047	19.75375	25.93775	13.56975
3048	23.04875	29.19775	16.90075
3049	26.18575	32.36175	20.00875
3050	27.72075	33.86975	21.57275
3051	32.13975	38.29675	25.98275
3052	35.43475	41.59075	29.27775
3053	39.06975	45.20375	32.93675
3054	39.80175	46.00975	33.59275
3055	40.47275	46.67975	34.26575
3056	40.51975	46.67675	34.36275
3057	41.10775	47.23375	34.98275
3058	41.40275	47.51375	35.29175
3059	41.40375	47.50875	35.29875
3060	40.65775	46.80075	34.51375
3061	40.88975	47.04275	34.73675
3062	41.14275	47.28775	34.99775
3063	38.69475	44.85875	32.53075
3064	37.26375	43.43775	31.08975
3065	34.91175	41.05875	28.76475
3066	31.10775	37.27875	24.93575
3067	29.55375	35.69475	23.41275
3068	28.71875	34.86475	22.57375
3069	30.16475	36.34675	23.98175
3070	32.01575	38.18975	25.84175
3071	34.90875	41.05775	28.75875
3072	38.89475	45.04375	32.74675
3073	40.98375	47.19475	34.77175
3074	43.14575	49.38875	36.90275
3075	44.35775	50.58175	38.13475
3076	45.36575	51.54975	39.18275
3077	45.23675	51.41475	39.05875
3078	46.13075	52.29175	39.96975
3079	46.21675	52.38375	40.04875
3080	46.64675	52.82575	40.46875
3081	47.32375	53.51175	41.13575
3082	47.23575	53.42175	41.04975
3083	47.55575	53.76375	41.34875
3084	48.10875	54.35375	41.86375
3085	48.65875	54.92475	42.39175
3086	49.05775	55.31575	42.80075
3087	47.83675	54.10775	41.56475
3088	45.35375	51.60875	39.09875
3089	41.00975	47.22075	34.79875
3090	34.86075	41.06675	28.65375
3091	23.36475	29.57975	17.14875
3092	14.47375	20.66975	8.27675
3093	8.16875	14.37975	1.95775
3094	5.68175	11.88575	-0.52125
3095	7.57075	13.76475	1.37675
3096	13.00675	19.19475	6.81775
3097	18.96675	25.19275	12.74075
3098	27.88875	34.11875	21.65875
3099	35.32375	41.52775	29.11875
3100	41.41775	47.60275	35.23175
3101	43.07875	49.29375	36.86475
3102	45.71975	51.90375	39.53475
3103	47.43075	53.64175	41.21875
3104	47.92075	54.07575	41.76575
3105	47.78075	53.91375	41.64775
3106	47.26875	53.40975	41.12775
3107	47.22275	53.37275	41.07275
3108	46.79875	52.99175	40.60675
3109	46.35375	52.53575	40.17175
3110	45.90775	52.05475	39.75975
3111	42.87075	49.04175	36.69875
3112	38.14775	44.34475	31.95075
3113	33.03275	39.19675	26.86975
3114	27.80975	34.04975	21.56975
3115	24.21975	30.43975	17.99975
3116	20.19475	26.35975	14.03075
3117	17.51075	23.68375	11.33675
3118	17.60875	23.72775	11.48975
3119	16.09975	22.25075	9.94775
3120	15.90875	22.07375	9.74475
3121	17.09275	23.25075	10.93375
3122	18.86475	25.03575	12.69375
3123	21.18875	27.39275	14.98475
3124	25.64875	31.83475	19.46275
3125	31.52975	37.72775	25.33075
3126	38.05975	44.23375	31.88575
3127	42.29475	48.53475	36.05475
3128	47.11275	53.30275	40.92175
3129	47.08975	53.31075	40.86875
3130	47.34275	53.52075	41.16375
3131	47.12075	53.28575	40.95475
3132	46.92375	53.06975	40.77775
3133	46.93075	53.06675	40.79375
3134	47.58275	53.71175	41.45475
3135	47.25075	53.41275	41.08975
3136	46.45675	52.63775	40.27675
3137	45.59875	51.81375	39.38275
3138	45.23475	51.45675	39.01275
3139	43.55175	49.74375	37.36075
3140	42.09575	48.26675	35.92575
3141	39.31775	45.47175	33.16475
3142	41.12475	47.25975	34.99075
3143	42.25175	48.42775	36.07675
3144	43.63675	49.82375	37.44875
3145	47.41675	53.55475	41.27875
3146	48.67575	54.80775	42.54275
3147	49.27875	55.41875	43.13975
3148	48.39375	54.52475	42.26175
3149	46.28975	52.40875	40.17175
3150	43.93775	50.07175	37.80275
3151	42.63175	48.77875	36.48475
3152	40.91475	47.09575	34.73475
3153	40.02675	46.19175	33.86175
3154	37.46375	43.67675	31.25075
3155	34.75975	41.01675	28.50275
3156	32.94475	39.12275	26.76775
3157	30.44975	36.63875	24.26075
3158	28.07475	34.25575	21.89275
3159	25.95575	32.12675	19.78575
3160	24.25975	30.40575	18.11275
3161	23.84175	29.99075	17.69275
3162	24.99775	31.16275	18.83275
3163	25.57575	31.77675	19.37575
3164	30.18375	36.38075	23.98775
3165	34.16275	40.30475	28.02175
3166	37.40975	43.57075	31.24775
3167	39.35675	45.51275	33.20075
3168	43.45175	49.61075	37.29375
3169	45.38575	51.57775	39.19375
3170	48.97775	55.12675	42.82775
3171	46.93775	53.10375	40.77275
3172	45.53075	51.69175	39.36875
3173	43.73175	49.91075	37.55275
3174	40.43675	46.61875	34.25475
3175	36.98075	43.13775	30.82375
3176	32.81075	38.95975	26.66175
3177	29.40675	35.56575	23.24775
3178	25.17075	31.36275	18.97875
3179	21.55375	27.72175	15.38675
3180	18.75975	24.92475	12.59475
3181	17.63675	23.80575	11.46775
3182	18.69975	24.86375	12.53675
3183	24.61175	30.75775	18.46475
3184	28.41175	34.62075	22.20275
3185	32.24575	38.45475	26.03575
3186	36.92675	43.12875	30.72475
3187	40.25175	46.43375	34.06975
3188	42.74275	48.89075	36.59475
3189	45.53375	51.67575	39.39275
3190	46.47075	52.61375	40.32775
3191	46.01275	52.21275	39.81275
3192	46.26675	52.43675	40.09675
3193	43.22275	49.37075	37.07475
3194	39.08775	45.25975	32.91575
3195	33.56975	39.76275	27.37575
3196	29.34175	35.53175	23.15175
3197	26.66975	32.80675	20.53275
3198	20.87675	27.06575	14.68875
3199	18.60075	24.75875	12.44175
3200	16.56475	22.74675	10.38375
3201	16.01475	22.18775	9.84275
3202	15.01175	21.18075	8.84275
3203	14.61375	20.80775	8.41975
3204	16.64175	22.80775	10.47575
3205	17.34075	23.48775	11.19475
3206	17.25075	23.40975	11.09075
3207	18.22875	24.38375	12.07375
3208	18.42975	24.59575	12.26375
3209	18.36775	24.50975	12.22475
3210	20.61975	26.74675	14.49275
3211	20.75675	26.89675	14.61675
3212	21.67475	27.83375	15.51575
3213	23.05175	29.22575	16.87775
3214	24.13075	30.28375	17.97775
3215	24.86575	31.02375	18.70675
3216	25.96075	32.10675	19.81575
3217	24.54875	30.71475	18.38275
3218	25.40375	31.55575	19.25175
3219	25.18175	31.31975	19.04475
3220	27.89675	34.03875	21.75475
3221	25.20775	31.37275	19.04175
3222	24.69675	30.82775	18.56575
3223	24.60075	30.73675	18.46475
3224	24.72375	30.86575	18.58175
3225	24.75175	30.90475	18.59875
3226	23.73075	29.88075	17.57975
3227	22.24975	28.43375	16.06575
3228	20.51475	26.67575	14.35375
3229	20.14575	26.32775	13.96275
3230	20.90275	27.08375	14.72275
3231	21.52675	27.66375	15.38875
3232	23.51675	29.64275	17.38975
3233	25.14175	31.28975	18.99375
3234	28.41775	34.54675	22.28875
3235	29.11775	35.22275	23.01275
3236	30.54075	36.70975	24.37175
3237	32.08375	38.25175	25.91675
3238	32.64675	38.80475	26.48775
3239	34.51975	40.69075	28.34875
3240	38.64275	44.76775	32.51675
3241	38.23975	44.44875	32.03175
3242	39.97075	46.11675	33.82375
3243	40.71575	46.88375	34.54675
3244	41.21275	47.36275	35.06175
3245	41.37175	47.48975	35.25475
3246	39.40775	45.56675	33.24875
3247	36.33875	42.49775	30.18075
3248	36.18775	42.34175	30.03275
3249	34.50275	40.65175	28.35475
3250	32.35275	38.53575	26.16975
3251	32.84875	39.00475	26.69375
3252	33.12175	39.27575	26.96775
3253	32.87775	39.09475	26.65975
3254	33.16275	39.32275	27.00375
3255	34.46875	40.61675	28.32075
3256	34.43575	40.61875	28.25275
3257	37.18075	43.32075	31.04175
3258	37.40775	43.55375	31.26075
3259	36.65975	42.81375	30.50475
3260	36.82275	42.98475	30.66075
3261	36.72075	42.87675	30.56475
3262	37.32875	43.51475	31.14175
3263	37.65775	43.81975	31.49575
3264	39.46275	45.61275	33.31175
3265	38.57975	44.76175	32.39875
3266	38.34175	44.49875	32.18575
3267	38.96775	45.12975	32.80675
3268	37.63775	43.79475	31.48075
3269	32.22275	38.39675	26.04875
3270	26.58675	32.77475	20.39875
3271	23.88675	30.03575	17.73675
3272	18.54175	24.74975	12.33375
3273	14.17075	20.35375	7.98775
3274	10.01375	16.16475	3.86375
3275	7.75175	13.93475	1.56875
3276	7.18475	13.32175	1.04775
3277	6.44275	12.55375	0.33075
3278	4.26975	10.44275	-1.90425
3279	3.45775	9.63375	-2.71825
3280	3.43175	9.57275	-2.71025
3281	3.01175	9.13975	-3.11625
3282	-0.80325	5.36475	-6.97225
3283	-0.00625	6.16475	-6.17625
3284	0.68875	6.83175	-5.45425
3285	-0.25825	5.87575	-6.39325
3286	0.93975	7.09675	-5.21725
3287	3.31475	9.46375	-2.83425
3288	3.73275	9.89175	-2.42725
3289	6.07275	12.22975	-0.08425
3290	9.70875	15.88575	3.53175
3291	12.74275	18.92075	6.56475
3292	19.68775	25.84175	13.53375
3293	23.28975	29.48975	17.08975
3294	29.17175	35.32675	23.01575
3295	31.68875	37.86075	25.51675
3296	34.07075	40.27275	27.86975
3297	34.27675	40.49075	28.06175
3298	34.97375	41.16275	28.78475
3299	35.45175	41.62175	29.28175
3300	35.48375	41.64475	29.32375
3301	35.31075	41.47175	29.15075
3302	35.48675	41.64475	29.32875
3303	35.28975	41.47575	29.10375
3304	35.89175	42.08475	29.69975
3305	35.36175	41.59775	29.12575
3306	35.45375	41.66575	29.24175
3307	32.44075	38.63375	26.24875
3308	28.73775	34.91175	22.56475
3309	22.55075	28.78375	16.31875
3310	17.48375	23.64475	11.32275
3311	13.16275	19.36475	6.96175
3312	13.00175	19.21275	6.79075
3313	16.61375	22.85275	10.37475
3314	23.29775	29.51475	17.08075
3315	27.00875	33.25275	20.76375
3316	31.41575	37.62075	25.20975
3317	33.83375	40.00475	27.66175
3318	37.53075	43.65775	31.40475
3319	39.70775	45.85975	33.55675
3320	41.55975	47.74875	35.36975
3321	43.78275	49.97275	37.59275
3322	43.97375	50.14675	37.80175
3323	43.19975	49.36975	37.02975
3324	40.77275	46.94175	34.60375
3325	36.12875	42.28075	29.97775
3326	32.97475	39.12275	26.82775
3327	29.69975	35.88075	23.51875
3328	27.49975	33.66275	21.33675
3329	27.69875	33.82675	21.57075
3330	26.16875	32.30675	20.02975
3331	24.54475	30.71275	18.37675
3332	24.95375	31.11175	18.79575
3333	27.91575	34.05375	21.77675
3334	30.71775	36.88075	24.55575
3335	31.94475	38.16975	25.71875
3336	36.37675	42.55675	30.19675
3337	39.93775	46.15275	33.72175
3338	44.60775	50.79375	38.42275
3339	47.03475	53.20475	40.86375
3340	49.12275	55.28775	42.95675
3341	48.60675	54.81175	42.40175
3342	45.40475	51.58575	39.22275
3343	41.79075	48.01875	35.56175
3344	36.73775	42.98875	30.48775
3345	33.50875	39.75275	27.26475
3346	25.27275	31.57075	18.97575
3347	16.37575	22.60675	10.14475
3348	10.21275	16.39775	4.02875
3349	7.65075	13.83475	1.46575
3350	8.69375	14.87675	2.51075
3351	10.15775	16.30075	4.01475
3352	10.78075	16.97075	4.59075
3353	14.16875	20.34075	7.99675
3354	19.54375	25.72975	13.35875
3355	26.33275	32.51575	20.14875
3356	33.41475	39.62775	27.20175
3357	38.59275	44.77975	32.40475
3358	43.65175	49.81275	37.49075
3359	45.47575	51.64175	39.31075
3360	45.37175	51.53175	39.21175
3361	44.64475	50.77775	38.51075
3362	43.97375	50.10075	37.84675
3363	43.40875	49.52375	37.29375
3364	42.83575	48.98175	36.68975
3365	42.24375	48.41075	36.07675
3366	41.01375	47.20875	34.81875
3367	39.71975	45.89275	33.54575
3368	34.39975	40.58175	28.21775
3369	30.36475	36.52675	24.20375
3370	25.06475	31.24675	18.88175
3371	18.04075	24.23575	11.84575
3372	12.88675	19.02775	6.74575
3373	8.03675	14.19375	1.87975
3374	6.76175	12.96775	0.55675
3375	6.42975	12.58375	0.27475
3376	8.03475	14.16075	1.90775
3377	7.56475	13.74275	1.38775
3378	6.60675	12.73975	0.47475
3379	6.83875	13.02375	0.65475
3380	8.16275	14.31575	2.01075
3381	7.74275	13.88175	1.60475
3382	7.73475	13.89975	1.56975
3383	8.90775	15.11475	2.70075
3384	12.52875	18.71875	6.33975
3385	16.55475	22.74975	10.35975
3386	21.86775	28.07175	15.66375
3387	27.80475	33.97175	21.63775
3388	32.76475	38.94875	26.58175
3389	37.52475	43.68275	31.36675
3390	39.31275	45.51275	33.11175
3391	41.45175	47.66975	35.23375
3392	43.02975	49.23975	36.81975
3393	42.99575	49.20875	36.78275
3394	43.90775	50.09675	37.71775
3395	43.97475	50.16275	37.78675
3396	44.48575	50.65975	38.31175
3397	45.04375	51.19575	38.89075
3398	44.94375	51.09575	38.79075
3399	45.03675	51.17375	38.89875
3400	44.98175	51.11875	38.84475
3401	44.96975	51.10575	38.83375
3402	45.13375	51.25875	39.00875
3403	45.78375	51.89575	39.67275
3404	45.80375	51.91675	39.68975
3405	45.58775	51.71475	39.46075
3406	45.19375	51.34775	39.03875
3407	45.35275	51.52375	39.18175
3408	45.43375	51.61075	39.25775
3409	45.68775	51.87175	39.50475
3410	46.25275	52.43875	40.06675
3411	46.27275	52.47175	40.07375
3412	46.48175	52.67575	40.28775
3413	46.83075	53.02475	40.63775
3414	46.79275	53.00175	40.58375
3415	47.28575	53.50975	41.06175
3416	47.70775	53.93875	41.47675
3417	47.56275	53.80375	41.32175
3418	46.80175	53.03075	40.57275
3419	44.59575	50.80375	38.38775
3420	41.42875	47.60575	35.25075
3421	38.22275	44.42575	32.01975
3422	34.14675	40.31075	27.98375
3423	30.76175	36.95875	24.56475
3424	28.82175	35.01775	22.62575
3425	26.28475	32.41375	20.15575
3426	26.12175	32.27875	19.96475
3427	27.21775	33.34675	21.08975
3428	26.02975	32.18075	19.87775
3429	29.18375	35.30975	23.05775
3430	30.36675	36.48575	24.24675
3431	31.79275	37.95875	25.62675
3432	34.44375	40.61775	28.26975
3433	38.48175	44.64875	32.31575
3434	42.79575	48.94875	36.64275
3435	47.54275	53.70275	41.38375
3436	48.79975	55.00475	42.59375
3437	48.63175	54.85275	42.41075
3438	47.75975	53.92975	41.58975
3439	44.42275	50.60275	38.24275
3440	39.55675	45.75275	33.36075
3441	36.59875	42.79175	30.40675
3442	31.57175	37.73275	25.40975
3443	27.45375	33.58775	21.31975
3444	21.05575	27.23475	14.87675
3445	19.24475	25.42475	13.06475
3446	14.98875	21.13375	8.84475
3447	9.98675	16.17775	3.79675
3448	11.24975	17.40675	5.09275
3449	11.68275	17.82875	5.53775
3450	18.34375	24.54175	12.14675
3451	24.22475	30.49875	17.95075
3452	33.25175	39.53475	26.96875
3453	41.90475	48.08375	35.72475
3454	46.27375	52.41675	40.13175
3455	44.69275	50.89975	38.48475
3456	43.59375	49.79375	37.39375
3457	40.65775	46.84475	34.47075
3458	37.45175	43.62975	31.27275
3459	31.04175	37.23675	24.84675
3460	23.84375	30.11275	17.57375
3461	16.19475	22.41375	9.97575
3462	5.27175	11.51775	-0.97425
3463	-0.81325	5.43675	-7.06225
3464	-3.77125	2.40075	-9.94425
3465	-3.21625	2.90975	-9.34325
3466	-0.83225	5.29975	-6.96325
3467	2.47975	8.59575	-3.63625
3468	5.36375	11.52575	-0.79825
3469	8.33575	14.49375	2.17775
3470	12.64875	18.81475	6.48275
3471	17.36675	23.52975	11.20375
3472	22.60575	28.79775	16.41475
3473	28.38475	34.55575	22.21375
3474	31.81475	38.04175	25.58675
3475	36.36775	42.54475	30.18975
3476	43.56775	49.69275	37.44275
3477	43.11375	49.30075	36.92775
3478	45.69475	51.85375	39.53675
3479	45.05175	51.23975	38.86375
3480	44.09575	50.28075	37.91075
3481	41.32575	47.53275	35.11875
3482	38.48375	44.66275	32.30575
3483	34.74375	40.94175	28.54575
3484	33.06575	39.26175	26.86975
3485	30.01275	36.19875	23.82775
3486	30.47675	36.63475	24.31875
3487	29.90375	36.03775	23.76975
3488	30.87275	37.03775	24.70675
3489	35.18075	41.31675	29.04375
3490	35.43875	41.62775	29.24975
3491	36.44875	42.57975	30.31675
3492	38.65375	44.80975	32.49875
3493	41.71275	47.87875	35.54675
3494	43.23175	49.38075	37.08275
3495	43.03275	49.19175	36.87375
3496	42.32275	48.48975	36.15575
3497	42.16475	48.33175	35.99775
3498	42.40275	48.54075	36.26475
3499	41.55475	47.70175	35.40775
3500	39.81775	46.06575	33.56975
3501	40.88675	47.05675	34.71575
3502	39.40075	45.54975	33.25275
3503	39.84975	45.98775	33.71175
3504	41.43175	47.56375	35.29975
3505	43.11975	49.25075	36.98775
3506	44.61075	50.76275	38.45875
3507	45.05275	51.19675	38.90875
3508	44.73075	50.88075	38.58075
3509	44.33875	50.45075	38.22675
3510	40.82975	46.99275	34.66775
3511	38.43175	44.63075	32.23375
3512	32.79275	39.03875	26.54775
3513	28.44675	34.71075	22.18275
3514	20.92375	27.12475	14.72175
3515	14.80875	20.99375	8.62375
3516	11.80675	17.97575	5.63675
3517	11.38975	17.57675	5.20275
3518	13.71075	19.85775	7.56375
3519	14.97975	21.18075	8.77975
3520	16.86475	23.05075	10.67875
3521	21.43475	27.61275	15.25675
3522	26.25775	32.43475	20.08075
3523	28.11575	34.28775	21.94375
3524	33.36075	39.57175	27.14975
3525	35.77175	41.94575	29.59775
3526	38.43175	44.63975	32.22475
3527	42.27675	48.46675	36.08675
3528	43.16075	49.34175	36.97975
3529	42.32175	48.50475	36.13875
3530	42.72475	48.88375	36.56675
3531	42.28975	48.44875	36.13075
3532	41.65975	47.84575	35.47375
3533	38.75375	45.01175	32.49575
3534	35.77175	42.02175	29.52175
3535	28.19575	34.46475	21.92775
3536	23.21175	29.47475	16.94975
3537	17.81475	23.99775	11.63175
3538	15.65075	21.80275	9.49875
3539	13.18075	19.32575	7.03575
3540	11.55675	17.71775	5.39675
3541	12.99375	19.11675	6.87075
3542	12.75575	18.90975	6.60075
3543	14.17075	20.35475	7.98675
3544	14.01675	20.23275	7.80075
3545	17.93175	24.11175	11.75175
3546	23.00575	29.17975	16.83175
3547	27.44375	33.60375	21.28475
3548	32.37775	38.56775	26.18775
3549	35.22575	41.41275	29.03875
3550	40.54875	46.68175	34.41675
3551	40.43275	46.59475	34.27075
3552	40.78275	46.94675	34.61775
3553	36.53175	42.74475	30.31775
3554	32.19575	38.38375	26.00875
3555	26.29275	32.48175	20.10475
3556	22.67975	28.88875	16.47075
3557	23.33375	29.54375	17.12375
3558	27.04075	33.27875	20.80175
3559	32.83975	39.06175	26.61675
3560	36.56075	42.76175	30.35875
3561	36.90375	43.08075	30.72575
3562	37.20775	43.35975	31.05675
3563	36.30275	42.49675	30.10775
3564	35.34375	41.55375	29.13375
3565	35.58375	41.77575	29.39275
3566	33.28475	39.46975	27.09975
3567	31.31575	37.49475	25.13775
3568	32.80775	38.94275	26.67275
3569	34.42575	40.55975	28.29075
3570	36.99675	43.15275	30.84075
3571	39.35675	45.49175	33.22175
3572	40.63775	46.80975	34.46575
3573	38.57275	44.73275	32.41275
3574	31.48875	37.73375	25.24375
3575	24.83575	31.01875	18.65275
3576	16.49375	22.68875	10.29875
3577	5.40275	11.62975	-0.82425
3578	-3.94625	2.27175	-10.16425
3579	-12.05625	-5.83025	-18.28325
3580	-12.34525	-6.19525	-18.49625
3581	-9.28425	-3.08425	-15.48425
3582	-3.26725	2.99175	-9.52725
3583	5.54575	11.79975	-0.70925
3584	12.42875	18.63175	6.22575
3585	21.34075	27.51775	15.16375
3586	27.30775	33.46775	21.14775
3587	30.85675	37.06675	24.64675
3588	35.49975	41.71475	29.28475
3589	39.51375	45.65475	33.37275
3590	39.45375	45.62175	33.28675
3591	39.26075	45.39975	33.12275
3592	39.38075	45.54975	33.21175
3593	39.01875	45.16475	32.87275
3594	33.96175	40.11975	27.80375
3595	30.47275	36.62775	24.31775
3596	23.29675	29.52075	17.07275
3597	18.53175	24.71775	12.34575
3598	13.38875	19.56975	7.20675
3599	11.95875	18.11575	5.80175
3600	12.54875	18.69575	6.40075
3601	13.42775	19.59575	7.25975
3602	16.43675	22.57975	10.29475
3603	19.38375	25.60375	13.16375
3604	24.54075	30.71875	18.36375
3605	28.88975	35.10375	22.67575
3606	31.02475	37.25675	24.79275
3607	31.67475	37.86375	25.48575
3608	31.31675	37.46975	25.16375
3609	29.82075	35.98975	23.65175
3610	28.02375	34.20175	21.84575
3611	22.11275	28.32675	15.89975
3612	19.47075	25.67375	13.26875
3613	13.63475	19.86775	7.40175
3614	12.56875	18.76775	6.36975
3615	16.95375	23.17775	10.72975
3616	22.45775	28.66275	16.25275
3617	26.72875	32.94075	20.51575
3618	30.76475	36.95375	24.57575
3619	33.45175	39.64775	27.25475
3620	37.06975	43.25175	30.88675
3621	40.85775	47.05175	34.66375
3622	43.55175	49.73475	37.36875
3623	44.20775	50.35175	38.06475
3624	39.79775	45.98375	33.61275
3625	33.93775	40.12575	27.74975
3626	27.61375	33.82275	21.40475
3627	21.17575	27.36775	14.98275
3628	16.95475	23.16475	10.74375
3629	15.49875	21.64075	9.35775
3630	15.42775	21.56275	9.29275
3631	17.88975	24.06775	11.71175
3632	18.50275	24.67175	12.33275
3633	20.98075	27.10375	14.85675
3634	19.79175	25.95175	13.63175
3635	20.11975	26.26175	13.97775
3636	18.85775	24.98775	12.72675
3637	17.11375	23.27375	10.95375
3638	17.61775	23.79175	11.44475
3639	18.56475	24.71575	12.41375
3640	18.91175	25.04275	12.78075
3641	18.43775	24.59175	12.28375
3642	19.24675	25.43275	13.06075
3643	20.87575	27.05475	14.69675
3644	22.85775	29.02675	16.68775
3645	26.99375	33.19275	20.79475
3646	30.77675	36.96875	24.58475
3647	33.53475	39.74575	27.32275
3648	34.16375	40.36275	27.96575
3649	35.01775	41.18675	28.84875
3650	33.24275	39.43275	27.05275
3651	30.38875	36.58775	24.18875
3652	28.28375	34.46675	22.10175
3653	25.15175	31.30175	19.00275
3654	21.79375	27.92075	15.66775
3655	17.81775	23.99975	11.63675
3656	15.59175	21.80175	9.38175
3657	12.50175	18.65875	6.34575
3658	8.39375	14.59875	2.18775
3659	2.80675	8.99375	-3.38025
3660	3.03275	9.18875	-3.12225
3661	3.59975	9.78475	-2.58525
3662	5.90675	12.07875	-0.26425
3663	6.54975	12.71775	0.38175
3664	4.12475	10.30075	-2.05025
3665	2.54275	8.70375	-3.61925
3666	-2.30425	3.86875	-8.47725
3667	-6.34825	-0.18325	-12.51425
3668	-11.49825	-5.31425	-17.68125
3669	-14.09525	-7.92225	-20.26825
3670	-13.55525	-7.41225	-19.69825
3671	-12.78325	-6.61125	-18.95525
3672	-11.32925	-5.14925	-17.50925
3673	-7.25925	-1.12125	-13.39625
3674	-4.68225	1.47775	-10.84125
3675	-2.35925	3.83475	-8.55425
3676	2.36475	8.57175	-3.84325
3677	6.05675	12.26675	-0.15325
3678	11.23775	17.39875	5.07675
3679	14.72875	20.92575	8.53275
3680	20.01275	26.24775	13.77775
3681	25.16875	31.33775	18.99975
3682	26.54275	32.70975	20.37675
3683	27.99875	34.13075	21.86675
3684	26.19075	32.40475	19.97675
3685	24.57875	30.72475	18.43175
3686	17.98675	24.16675	11.80575
3687	16.04875	22.21275	9.88475
3688	11.48475	17.65275	5.31675
3689	8.84475	15.01575	2.67375
3690	4.27975	10.41675	-1.85725
3691	4.38875	10.58775	-1.81125
3692	8.52775	14.67375	2.38075
3693	12.88775	19.05875	6.71575
3694	18.05475	24.27375	11.83675
3695	24.03275	30.24275	17.82275
3696	29.17375	35.45575	22.89175
3697	31.48375	37.73975	25.22675
3698	32.33175	38.58875	26.07375
3699	33.35975	39.58775	27.13175
3700	34.12975	40.33475	27.92375
3701	35.09975	41.27575	28.92475
3702	35.96975	42.12675	29.81275
3703	37.44275	43.56775	31.31675
3704	38.33675	44.47175	32.20075
3705	39.19675	45.33175	33.06075
3706	40.48275	46.62775	34.33675
3707	41.17275	47.34375	35.00175
3708	41.33775	47.50175	35.17475
3709	40.86975	47.06875	34.66975
3710	39.69975	45.90175	33.49675
3711	35.51075	41.75075	29.27175
3712	32.40075	38.58475	26.21675
3713	28.21975	34.37675	22.06375
3714	24.02675	30.18775	17.86575
3715	21.86175	28.05875	15.66575
3716	19.68075	25.82875	13.53375
3717	18.88875	25.06175	12.71575
3718	18.35875	24.53875	12.17875
3719	18.54875	24.71475	12.38275
3720	21.49775	27.65175	15.34475
3721	24.80675	31.02875	18.58475
3722	31.29375	37.48875	25.09975
3723	38.10375	44.28775	31.91975
3724	39.16375	45.34175	32.98475
3725	38.85475	45.03075	32.67875
3726	37.24375	43.40975	31.07675
3727	33.53675	39.72175	27.35175
3728	28.87275	35.06875	22.67775
3729	23.14075	29.32175	16.96075
3730	16.73175	22.92075	10.54375
3731	12.05675	18.22675	5.88775
3732	8.26975	14.44375	2.09675
3733	4.79575	10.98775	-1.39725
3734	3.36675	9.50475	-2.77125
3735	2.08275	8.25075	-4.08525
3736	3.62975	9.79975	-2.54025
3737	6.75675	12.89975	0.61475
3738	9.67775	15.88675	3.46875
3739	16.66475	22.85075	10.47775
3740	20.81175	27.03075	14.59275
3741	26.96775	33.14275	20.79375
3742	31.67175	37.84875	25.49475
3743	34.20475	40.40875	27.99975
3744	33.57175	39.79075	27.35275
3745	33.43375	39.68375	27.18475
3746	31.25775	37.49875	25.01675
3747	26.19175	32.40875	19.97475
3748	16.26375	22.51175	10.01475
3749	10.97775	17.20175	4.75275
3750	8.21575	14.44375	1.98775
3751	11.14975	17.37475	4.92475
3752	17.51075	23.73375	11.28675
3753	26.26675	32.46875	20.06375
3754	31.43575	37.66275	25.20775
3755	34.32975	40.53775	28.12175
3756	37.98075	44.16075	31.79975
3757	39.28375	45.43075	33.13775
3758	39.92275	46.07575	33.76875
3759	40.13575	46.31975	33.95175
3760	38.62375	44.84075	32.40675
3761	34.58475	40.75275	28.41675
3762	32.63675	38.82475	26.44875
3763	28.56375	34.74375	22.38275
3764	25.81875	32.04275	19.59375
3765	28.69975	34.95175	22.44675
3766	32.58375	38.83675	26.32975
3767	37.05875	43.25775	30.85975
3768	40.53575	46.73875	34.33375
3769	42.20175	48.39475	36.00775
3770	43.09175	49.27575	36.90675
3771	44.78775	50.94775	38.62875
3772	45.65175	51.81275	39.49075
3773	46.03675	52.22775	39.84675
3774	46.70175	52.93575	40.46875
3775	47.91275	54.11475	41.71175
3776	46.87775	53.08075	40.67575
3777	45.21975	51.38775	39.05175
3778	43.23175	49.38475	37.07775
3779	41.20375	47.37575	35.03175
3780	40.73875	46.88875	34.58975
3781	40.34575	46.53375	34.15875
3782	40.86175	47.03975	34.68375
3783	40.93475	47.07675	34.79275
3784	42.85975	49.01175	36.70775
3785	43.22275	49.42175	37.02475
3786	46.69275	52.82875	40.55775
3787	49.92175	56.08275	43.75975
3788	50.39875	56.58975	44.20875
3789	51.82675	58.02175	45.63075
3790	50.81575	57.02375	44.60875
3791	51.10675	57.27975	44.93475
3792	51.98775	58.11975	45.85675
3793	52.57275	58.68175	46.46275
3794	52.94875	59.06975	46.82875
3795	52.94275	59.09375	46.79175
3796	52.90175	59.07175	46.73175
3797	52.49275	58.70175	46.28375
3798	52.17275	58.39775	45.94675
3799	50.62275	56.82175	44.42275
